Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
HealthCheck,IPPingAndValiadte,NA,NA,Fail,NA,file://C:/harmonycoreifusion/ScreenShots/HealthCheck_IPPingAndValiadte_null_null.png,"IOError: (2  'File not found - D:\\streamlined\\HarmonyCoreiFusion\\src\\test\\resources\\pyscripts\\pinger.py (The system cannot find the path specified)')",Smoke
Senario Name,Test Name,Browser Name,Os Name,Test Status,Test Data Row,Link to Screen Shot,Error Log,Test Type
HealthCheck,IPTraceAndValiadte,NA,NA,Fail,NA,file://C:/harmonycoreifusion/ScreenShots/HealthCheck_IPTraceAndValiadte_null_null.png,"IOError: (2  'File not found - D:\\streamlined\\HarmonyCoreiFusion\\src\\test\\resources\\pyscripts\\tracert.py (The system cannot find the path specified)')",Smoke
RestApiTests,dsnDataWithAPIGet,API,WIN10,Fail, ,file://C:/harmonycoreifusion/ScreenShots/RestApiTests_dsnDataWithAPIGet_WIN10_API.png,"java.lang.AssertionError: out put does not conatin dsn_name"":""hive_dsn_testConnection timed out: connect expected [true] but found [false]",Smoke
RestApiTests,loginTestWithAPIPost,API,WIN10,Skipped, ,NA,"NA",Smoke
IFusionTest,loginApplication,chrome,WIN10,Fail,DR1,file://C:/harmonycoreifusion/ScreenShots/IFusionTest_loginApplication_WIN10_chrome.png,"java.lang.AssertionError: Test case failed due to exception no such element: Unable to locate element: {""method"":""id"" ""selector"":""email""}   (Session info: chrome=67.0.3396.99)   (Driver info: chromedriver=2.36.540470 (e522d04694c7ebea4ba8821272dbef4f9b818c91) platform=Windows NT 6.1.7601 SP1 x86_64) (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 0 milliseconds For documentation on this error  please visit: http://seleniumhq.org/exceptions/no_such_element.html Build info: version: '3.6.0'  revision: '6fbf3ec767'  time: '2017-09-27T15:28:36.4Z' System info: host: 'IM-PC-102'  ip: '192.168.202.63'  os.name: 'Windows 7'  os.arch: 'amd64'  os.version: '6.1'  java.version: '1.8.0_171' Driver info: org.openqa.selenium.chrome.ChromeDriver Capabilities [{mobileEmulationEnabled=false  hasTouchScreen=false  platform=XP  acceptSslCerts=false  acceptInsecureCerts=false  webStorageEnabled=true  browserName=chrome  takesScreenshot=true  javascriptEnabled=true  platformName=XP  setWindowRect=true  unexpectedAlertBehaviour=  applicationCacheEnabled=false  rotatable=false  networkConnectionEnabled=false  chrome={chromedriverVersion=2.36.540470 (e522d04694c7ebea4ba8821272dbef4f9b818c91)  userDataDir=C:\Users\nkapoor\AppData\Local\Temp\scoped_dir6624_24529}  takesHeapSnapshot=true  pageLoadStrategy=normal  unhandledPromptBehavior=  databaseEnabled=false  handlesAlerts=true  version=67.0.3396.99  browserConnectionEnabled=false  nativeEvents=true  locationContextEnabled=true  cssSelectorsEnabled=true}] Session ID: 9e268877d278271dd8d312194ba62913 *** Element info: {Using=id  value=email} expected [true] but found [false]",Smoke
IFusionTest,createSource,chrome,WIN10,Skipped,DR1,NA,"NA",Smoke
IFusionTest,logOutApplication,chrome,WIN10,Skipped,DR1,NA,"NA",Smoke
IFusionTest,loginApplicationFailure,chrome,WIN10,Skipped,DR1,NA,"NA",Smoke
IFusionTest,loginApplication,firefox,WIN10,Skipped,NA,NA,"NA",Smoke
IFusionTest,createSource,firefox,WIN10,Skipped,NA,NA,"NA",Smoke
IFusionTest,logOutApplication,firefox,WIN10,Skipped,NA,NA,"NA",Smoke
IFusionTest,loginApplicationFailure,firefox,WIN10,Skipped,NA,NA,"NA",Smoke
